127.501 	50.252 
127.139 	49.330 
125.214 	49.166 
125.214 	49.166 
125.865 	48.032 
126.085 	47.607 
126.186 	48.511 
125.214 	49.166 
125.328 	46.401 
125.328 	46.401 
126.983 	46.637 
129.897 	46.725 
129.897 	46.725 
129.386 	44.566 
126.965 	45.545 
126.315 	45.365 
127.475 	45.754 
122.840 	45.616 
125.754 	41.679 
123.341 	42.745 
118.950 	42.268 
119.335 	41.593 
121.649 	42.008 
121.649 	42.008 
122.423 	41.384 
122.750 	40.850 
113.888 	40.877 
113.888 	40.877 
112.496 	40.525 
109.852 	40.666 
113.154 	40.437 
113.154 	40.437 
116.546 	44.000 
113.154 	40.437 
105.056 	35.694 
105.056 	35.694 
104.684 	36.565 
113.594 	40.039 
113.752 	40.354 
112.837 	39.514 
112.944 	38.493 
113.272 	39.190 
111.188 	37.340 
113.200 	36.114 
115.152 	40.267 
118.157 	40.758 
116.381 	39.924 
116.381 	39.924 
114.690 	38.621 
113.670 	36.564 
116.533 	37.885 
116.384 	37.627 
114.544 	35.668 
114.346 	36.098 
112.783 	34.903 
113.599 	34.105 
113.868 	35.310 
115.481 	33.861 
112.436 	34.828 
117.504 	37.483 
115.702 	36.846 
118.400 	37.050 
119.977 	35.876 
116.381 	39.924 
117.402 	40.044 
115.974 	39.485 
115.315 	38.412 
114.500 	37.440 
114.530 	36.588 
116.861 	37.191 
117.211 	36.973 
120.741 	37.805 
85.084 	40.870 
85.084 	40.870 
110.397 	28.458 
109.576 	19.518 
117.188 	34.270 
111.267 	31.888 
98.880 	26.901 
125.083 	45.512 
125.083 	45.512 
127.500 	46.879 
126.315 	45.365 
126.598 	45.981 
127.396 	46.074 
116.546 	44.000 
126.037 	42.680 
118.051 	43.601 
118.051 	43.601 
119.019 	42.934 
118.950 	42.268 
119.335 	41.593 
114.082 	40.416 
114.082 	40.416 
113.296 	40.097 
111.842 	35.967 
110.675 	36.096 
107.197 	35.684 
104.061 	37.155 
102.981 	35.497 
102.881 	37.464 
102.881 	37.464 
102.881 	37.464 
106.278 	36.014 
102.269 	36.094 
102.806 	36.330 
102.806 	36.330 
89.182 	42.942 
87.649 	43.959 
81.149 	43.836 
75.858 	39.376 
118.680 	41.006 
118.157 	40.758 
128.696 	46.587 
129.599 	44.584 
128.696 	46.587 
105.056 	35.694 
126.503 	48.242 
126.966 	47.461 
125.328 	46.401 
123.200 	45.842 
122.840 	45.616 
124.287 	45.501 
124.822 	45.173 
123.975 	44.273 
125.315 	43.893 
121.649 	42.008 
118.950 	42.268 
106.543 	38.906 
105.724 	35.971 
106.278 	36.014 
103.259 	36.737 
103.750 	36.068 
105.673 	34.863 
113.103 	39.820 
112.837 	39.514 
114.690 	38.621 
115.500 	38.857 
116.840 	40.371 
103.751 	29.568 
95.333 	29.326 
94.484 	29.580 
117.832 	39.332 
114.544 	38.436 
114.772 	37.753 
115.708 	37.728 
114.915 	37.621 
115.146 	37.068 
115.854 	35.997 
120.827 	37.302 
115.446 	35.249 
113.296 	40.097 
113.169 	37.887 
111.779 	37.263 
110.832 	35.416 
110.501 	38.822 
109.757 	38.297 
107.592 	37.593 
110.089 	34.568 
108.945 	34.161 
108.926 	34.620 
108.926 	34.620 
107.813 	34.684 
110.329 	33.694 
108.323 	33.322 
109.372 	32.831 
105.056 	35.694 
103.858 	35.379 
100.450 	38.935 
102.394 	36.487 
102.394 	36.487 
102.269 	36.094 
101.564 	36.500 
106.291 	32.223 
107.156 	25.009 
110.551 	22.864 
107.105 	29.168 
105.284 	27.308 
109.576 	19.518 
109.576 	19.518 
109.576 	19.518 
95.333 	29.326 
117.186 	34.268 
117.188 	34.270 
117.188 	34.270 
117.188 	34.270 
95.333 	29.326 
85.084 	40.870 
85.084 	40.870 
109.726 	30.611 
112.893 	30.421 
106.687 	39.112 
106.543 	38.906 
105.674 	37.490 
106.278 	36.014 
114.346 	34.785 
114.026 	34.732 
113.587 	33.433 
114.346 	33.008 
102.269 	36.094 
114.463 	22.799 
109.889 	31.081 
109.889 	31.081 
109.889 	31.081 
109.889 	31.081 
109.889 	31.081 
117.963 	28.453 
117.963 	28.453 
118.191 	28.438 
116.664 	28.994 
116.664 	28.994 
85.616 	44.324 
109.740 	28.316 
109.648 	28.709 
95.333 	29.326 
117.629 	35.506 
112.203 	32.090 
111.663 	40.821 
117.056 	31.534 
117.483 	27.338 
106.612 	23.902 
106.612 	23.902 
106.612 	23.902 
107.099 	27.078 
107.099 	27.078 
107.099 	27.078 
110.463 	19.247 
110.358 	20.008 
110.358 	20.008 
109.648 	28.709 
117.958 	34.314 
117.958 	34.314 
117.958 	34.314 
118.340 	34.373 
116.189 	29.273 
109.622 	31.406 
109.525 	31.055 
95.333 	29.326 
95.333 	29.326 
94.484 	29.580 
94.484 	29.580 
94.484 	29.580 
94.484 	29.580 
88.879 	29.274 
85.084 	40.870 
85.084 	40.870 
85.616 	44.324 
85.616 	44.324 
75.858 	39.376 
85.084 	40.870 
116.381 	39.924 
116.333 	39.726 
116.381 	39.924 
116.381 	39.924 
116.381 	39.924 
116.659 	39.906 
116.333 	39.726 
116.381 	39.924 
116.381 	39.924 
116.381 	39.924 
116.381 	39.924 
115.968 	40.460 
115.968 	40.460 
116.626 	40.312 
116.626 	40.312 
116.626 	40.312 
116.626 	40.312 
