-34.93	138.59
-34.93	138.59
-34.93	138.59
34.13712	-118.12532
44.85	0.48
NA	NA
34.189	-118.131
34.189	-118.131
21.33	-157.86
34.096	-117.719
NA	NA
51.02	-3.1
34.13531	-118.30582
34.13531	-118.30582
34.12946	-118.10987
34.12946	-118.10987
34.12946	-118.10987
34.13712	-118.12532
34.20111	-118.21198
34.13531	-118.30582
34.14331	-118.05496
34.13531	-118.30582
34.12946	-118.10987
34.13531	-118.30582
34.12946	-118.10987
34.12946	-118.10987
34.12946	-118.10987
34.20111	-118.21198
34.13531	-118.30582
34.13712	-118.12532
34.14331	-118.05496
9.03	38.74
44.5633	-123.2821
19.22	-155.82
44.85	0.48
34.13712	-118.12532
55.94	-3.36
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
55.92	-3.19
-26.1	28.01
-33.22	19.19
-33.22	19.19
-33.22	19.19
-33.22	19.19
-33.22	19.19
-33.22	19.19
-1.05	36.39
-1.05	36.39
-1.19	36.48
44.04789	-123.07108
44.04789	-123.07108
40.77167	-111.87316
40.77167	-111.87316
40.707267	-111.867575
40.707267	-111.867575
41.628771	-8.347617
41.628771	-8.347617
40.72596	-111.82184
40.72596	-111.82184
40.72596	-111.82184
40.72596	-111.82184
40.72596	-111.82184
47.763944	-122.275484
47.763944	-122.275484
47.763944	-122.275484
32.73	-16.89
46.63	1.06
46.63	1.06
46.63	1.06
46.63	1.06
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
44.42	4.4
48.98	2.23
48.98	2.23
48.98	2.23
48.98	2.23
48.98	2.23
48.98	2.23
49.28	-0.32
49.28	-0.32
49.28	-0.32
49.28	-0.32
49.28	-0.32
49.28	-0.32
49.28	-0.32
49.28	-0.32
49.28	-0.32
49.28	-0.32
48.715	1.56
48.71	-3.81
48.71	-3.81
48.71	-3.81
48.7069	-3.8037
43.06	0.24
48.84	2.5
48.98	2.23
48.98	2.23
48.84	2.5
38.683	-9.34
38.7175	-9.1486
38.719	-9.1491
38.7191	-9.1503
43.06	0.24
38.7175	-9.1486
48.98	2.23
48.52	9.05
48.52	9.05
48.46	7.461
48.46	7.461
46.63	1.06
46.63	1.06
46.63	1.06
46.63	1.06
34.7613	138.0149
-36.82	-72.99
-36.87	-73.04
55.577	-4.6
46.63	1.06
46.63	1.06
48.71	-3.81
48.71	-3.81
48.71	-3.81
48.71	-3.81
49.1269	1.9595
49.1269	1.9595
49.1269	1.9595
49.1269	1.9595
49.12618	1.96152
47.2199	0.04619
37.3845	-5.988
37.4721	-5.6331
37.468	-5.637
37.468	-5.637
37.468	-5.637
41.41307	2.15231
48.705	-3.7952
46.63	1.06
46.63	1.06
48.7015	2.1725
48.7015	2.1725
48.7015	2.1725
48.7015	2.1725
48.7006	2.1804
48.8092	2.3862
48.8092	2.3862
48.7015	2.1725
48.7015	2.1725
48.7015	2.1725
46.63	1.06
-34.86	-56.19
37.999722	23.749673
49.28	-123.13
-18	46
51.45	-2.59
52.54	7.31
51.96	7.53
51.96	7.53
51.96	7.53
51.96	7.53
51.93	7.57
51.93	7.57
51.93	7.57
51.96	7.53
51.96	7.53
51.45	-2.59
NA	NA
NA	NA
34.19	-118.13
NA	NA
44.035	-123.058
44.035	-123.058
37.7502	-122.4331
37.7502	-122.4331
37.8804	-122.2838
37.8804	-122.2838
47.99	7.84
44.85	0.48
51.975285	5.694834
51.975285	5.694834
