agam	chr2	1000_500000	0	0.005	0.01	0.00786127452913473
agam	chr2	1000_1500000	0.01	0.015	0.02	0.00629713884522697
agam	chr2	1000_2500000	0.02	0.025	0.03	0.00647452303805026
agam	chr2	1000_3500000	0.03	0.035	0.04	0.0036525369786285
agam	chr2	1000_4500000	0.04	0.045	0.05	0.00462665006371267
agam	chr2	1000_5500000	0.05	0.055	0.06	0.00923970357582049
agam	chr2	1000_6500000	0.06	0.065	0.07	0.00765539080287637
agam	chr2	1000_7500000	0.07	0.075	0.08	0.00620960802012677
agam	chr2	1000_8500000	0.08	0.085	0.09	0.00493269344058319
agam	chr2	1000_9500000	0.09	0.095	0.1	0.00408288477212833
agam	chr2	1000_10500000	0.1	0.105	0.11	0.00525218821014462
agam	chr2	1000_11500000	0.11	0.115	0.12	0.00582711428191942
agam	chr2	1000_12500000	0.12	0.125	0.13	0.00546808790146419
agam	chr2	1000_13500000	0.13	0.135	0.14	0.00480776000199352
agam	chr2	1000_14500000	0.14	0.145	0.15	0.00597953114154663
agam	chr2	1000_15500000	0.15	0.155	0.16	0.0033090909882685
agam	chr2	1000_16500000	0.16	0.165	0.17	0.00438491208571344
agam	chr2	1000_17500000	0.17	0.175	0.18	0.00531746133510879
agam	chr2	1000_18500000	0.18	0.185	0.19	0.00690801594135193
agam	chr2	1000_19500000	0.19	0.195	0.2	0.00328901067184142
agam	chr2	1000_20500000	0.2	0.205	0.21	0.00618488261845391
agam	chr2	1000_21500000	0.21	0.215	0.22	0.00668572925781941
agam	chr2	1000_22500000	0.22	0.225	0.23	0.00619349538068046
agam	chr2	1000_23500000	0.23	0.235	0.24	0.00395224174959071
agam	chr2	1000_24500000	0.24	0.245	0.25	0.00350215234379631
agam	chr2	1000_25500000	0.25	0.255	0.26	0.00643431401889146
agam	chr2	1000_26500000	0.26	0.265	0.27	0.00765006830936558
agam	chr2	1000_27500000	0.27	0.275	0.28	0.00427551065091434
agam	chr2	1000_28500000	0.28	0.285	0.29	0.00587501672351654
agam	chr2	1000_29500000	0.29	0.295	0.3	0.00382425997380849
agam	chr2	1000_30500000	0.3	0.305	0.31	0.00659224691724805
agam	chr2	1000_31500000	0.31	0.315	0.32	0.00519020535389622
agam	chr2	1000_32500000	0.32	0.325	0.33	0.00482198557555872
agam	chr2	1000_33500000	0.33	0.335	0.34	0.00800319156065429
agam	chr2	1000_34500000	0.34	0.345	0.35	0.00686441988086808
agam	chr2	1000_35500000	0.35	0.355	0.36	0.00312807782259694
agam	chr2	1000_36500000	0.36	0.365	0.37	0.00400807954514938
agam	chr2	1000_37500000	0.37	0.375	0.38	0.00611365797801859
agam	chr2	1000_38500000	0.38	0.385	0.39	0.00411467457427915
agam	chr2	1000_39500000	0.39	0.395	0.4	0.00585179129728763
agam	chr2	1000_40500000	0.4	0.405	0.41	0.00715996342963095
agam	chr2	1000_41500000	0.41	0.415	0.42	0.00363918235854687
agam	chr2	1000_42500000	0.42	0.425	0.43	0.00645642656011357
agam	chr2	1000_43500000	0.43	0.435	0.44	0.00675472812824113
agam	chr2	1000_44500000	0.44	0.445	0.45	0.00434267084175961
agam	chr2	1000_45500000	0.45	0.455	0.46	0.00250079776919781
agam	chr2	1000_46500000	0.46	0.465	0.47	0.00312038440015861
agam	chr2	1000_47500000	0.47	0.475	0.48	0.00660627894559468
agam	chr2	1000_48500000	0.48	0.485	0.49	0.00221106057699217
agam	chr2	1000_49500000	0.49	0.495	0.5	0.00453307095053202
agam	chr2	1000_50500000	0.5	0.505	0.51	0.0050092405745293
agam	chr2	1000_51500000	0.51	0.515	0.52	0.00517525398576136
agam	chr2	1000_52500000	0.52	0.525	0.53	0.00210664293157136
agam	chr2	1000_53500000	0.53	0.535	0.54	0.00411269073578876
agam	chr2	1000_54500000	0.54	0.545	0.55	0.00624923640362984
agam	chr2	1000_55500000	0.55	0.555	0.56	0.00564905268083111
agam	chr2	1000_56500000	0.56	0.565	0.57	0.00496767673884049
agam	chr2	1000_57500000	0.57	0.575	0.58	0.00692499953428182
agam	chr2	1000_58500000	0.58	0.585	0.59	0.00462611781436159
agam	chr2	1000_59500000	0.59	0.595	0.6	0.001026128362576
agam	chr2	1000_60500000	0.6	0.605	0.61	0.000612135140045691
agam	chr2	1000_61500000	0.61	0.615	0.62	0.00112914280516214
agam	chr2	1000_62500000	0.62	0.625	0.63	0.00098795156821223
agam	chr2	1000_63500000	0.63	0.635	0.64	0.00130938178995941
agam	chr2	1000_64500000	0.64	0.645	0.65	0.00549600679924353
agam	chr2	1000_65500000	0.65	0.655	0.66	0.00523346271024757
agam	chr2	1000_66500000	0.66	0.665	0.67	0.00423351133848373
agam	chr2	1000_67500000	0.67	0.675	0.68	0.00261600556055413
agam	chr2	1000_68500000	0.68	0.685	0.69	0.00239584787442593
agam	chr2	1000_69500000	0.69	0.695	0.7	0.00365258536493314
agam	chr2	1000_70500000	0.7	0.705	0.71	0.00379701848429417
agam	chr2	1000_71500000	0.71	0.715	0.72	0.00491358085024898
agam	chr2	1000_72500000	0.72	0.725	0.73	0.00321691507792251
agam	chr2	1000_73500000	0.73	0.735	0.74	0.00338002531087596
agam	chr2	1000_74500000	0.74	0.745	0.75	0.00387308175519385
agam	chr2	1000_75500000	0.75	0.755	0.76	0.00769390630137265
agam	chr2	1000_76500000	0.76	0.765	0.77	0.00511007763340649
agam	chr2	1000_77500000	0.77	0.775	0.78	0.00552208701744641
agam	chr2	1000_78500000	0.78	0.785	0.79	0.00699157908947136
agam	chr2	1000_79500000	0.79	0.795	0.8	0.00573997054725636
agam	chr2	1000_80500000	0.8	0.805	0.81	0.00317331901743867
agam	chr2	1000_81500000	0.81	0.815	0.82	0.00512836765656175
agam	chr2	1000_82500000	0.82	0.825	0.83	0.00249929779375386
agam	chr2	1000_83500000	0.83	0.835	0.84	0.00309435256826037
agam	chr2	1000_84500000	0.84	0.845	0.85	0.00362645676042562
agam	chr2	1000_85500000	0.85	0.855	0.86	0.00600957903673029
agam	chr2	1000_86500000	0.86	0.865	0.87	0.00262669893388036
agam	chr2	1000_87500000	0.87	0.875	0.88	0.00445120132307511
agam	chr2	1000_88500000	0.88	0.885	0.89	0.00539531489928028
agam	chr2	1000_89500000	0.89	0.895	0.9	0.00309749767806221
agam	chr2	1000_90500000	0.9	0.905	0.91	0.00510949699775076
